,Language Example,Language index
206,"У 19 стагодзьдзі фальварак Янаполь Варнянскай воласьці, у Віленскім павеце Віленскай губэрні. Разьмя",be-tarask
207,"Fausto Coppi (Castellania, 15 de cabidanni 1919 – 2 de ennalzu 1960) est istadu unu ciclista italian",srd
208,The Legend is Born – Ip Man นับเป็นภาพยนตร์อีกเรื่องที่เป็นเรื่องราวชีวประวัติของยิปมัน ปรมาจารย์มวย,tha
209,"Su Berveghinu Sardu NOP si produet cun late de berveghe sardu pastorizadu, cragu, sale, fermentos là",srd
210,"Particularmente in Zapone, est ispainada sa produidura artesanale de custu zoghete. Medas artesanos ",srd
211,لارڈ بائرن 19ویں صدی دا انگریز رومانوی شاعر سی۔ اوہ رومانوی شاعراں دی دوجی ٹولی دا سنگی سی جیدے وچ ک,pnb
212,Demotic ownership of productive resources is a kind of ownership which leads to the politicisation o,eng
213,Танылмагъан къралла ала бла ала чыкъгъан кърал къуралышланы арасында керекли хакъ илишкле болмагъаны,krc
214,بیرنٹس دا ناں ولندیزی سمندری کھوجی ولیم بیرنٹس دے ناں تے اے جسنے 16ویں صدی دے انت وچ اتر ول پہلیاں ک,pnb
215,Tanba Ai abut ida sai husi rai molik oan ida iha suco liurai iha avo sira nia tempo e tempo rai diak,tet
216,"सरगोधा जिला, पाकिस्तानक पञ्जाब प्रान्तक एक जिला छी । एकर प्रशासनिक मुख्यालय, सरगोधा शहर छी । ई जिलाक",mai
217,"Перадумовай зьяўленьня ў Слуцку аўтобуснага руху сталася адсутнасьць чыгункі, якая ўжо была пракладз",be-tarask
218,"Francisco ""Lú-Olo"" Guterres moris iha 7 Septembru 1954 iha Ossu, Viqueque. nia hanesan oan husi Feli",tet
219,"Several Romance languages use the Latin word acrifolium (turned into aquifolium in modern time), so ",eng
220,"Su 2 martzu 2013 lompet a cuota 18 marcature in su Clásico, agguantando su rècord de Alfredo De Stéf",srd
221,วันที่ 22 พฤษภาคม พ.ศ. 2550 นายอภิรักษ์ โกษะโยธิน ผู้ว่าราชการกรุงเทพมหานคร เป็นประธานในพิธีวางศิลาฤ,tha
222,"""ข้าพเจ้านำขึ้นทูลเกล้าฯถวายสมเด็จพระนางเจ้าฯ พระบรมราชินีนาถ ในวันเฉลิมพระชนพรรษาแทนการถวายรูปเขียน",tha
223,"Idecimal yindlela yokulawula amanani e lishumi njengesiqalo, okanye sisiseko. Ngamanye amaxesha kuth",xho
224,"Emmanuel Chabrier (Ambert, 25 de ennalzu 1841 – Parigi, 13 de cabidanni 1894) est istadu unu composi",srd
225,"Налогла да тенг алынмагъандыла: къара терилиле минимал сумма джылгъа 360 ранддан, акъла уа — 750 ран",krc
226,"1939 джылны къачында Эстония, Латвия бла Литва зорланыб СССР бла бир-бирге болушуу атлы кесаматлагъа",krc
227,"UAbram nguyise kaIsaac awamfumana kwinkosikazi yakhe uSarah. Unaye noIshmael awamfumana kuHagar, owa",xho
228,वैरागी काइँलाक जन्म पाँचथर जिलाक पौवा गाउमे वि.सं १९९६ साउन २५ गतेक दिन भेल छल। ओ स्नातक तहधरिक औपचा,mai
229,"In October 2014, the American Civil Liberties Union filed a complaint against Columbia High School a",eng
230,"Aiden, ne’ebé profesór matemátika nian, hetan serbisu i la iha ona tempu ba múzika, no Phillip sai d",tet
231,21 мая 2012 году выканала галоўную ролю ў прэм’ернай расейскай пастаноўцы опэры Паскаля Дзюсапэна Ме,be-tarask
232,"मुदा महाभारतके आदिपर्वमे देल वर्णनक अनुसार कयन विद्वान ई ग्रन्थक आरम्भ नारायणं नमस्कृत्य सँ, तँ कियो",mai
233,"1933 джылны 12-чи мартында байракъланы тагъылыуларыны ал низамгъа салыуню юсюнден бегим бла, къара-а",krc
234,چهار طرف عمارت حرم دارای چهار رواق قرینه است که ابهت خاصی به عمارت حرم بخشیده و به یکدیگر منتهی می‌گ,pnb
235,"José Manuel Ramos-Horta, moris iha 26 Decembru 1946 iha Dili, mak ohin loron sai hanesan Prezidente ",tet
236,"Okoko kwange-1920s, ukwanda kolwazi nge-physics kwazitshintsha ii-theories zoosohhemist' ngokubhekis",xho
237,थामस जेफरसन (Thomas Jefferson) (१३ अप्रैल १७४३ - ४ जुलाई १८२६) संयुक्त राज्य अमेरिका के तेसर राष्ट्र,mai
238,"कर्णाली नदी (भारतमे घाघरा नदी सेहो कहाब अछि) तिब्बतकऽ समुद्र सतहसँ ३९६२ मिटर उचाइमे रहल ""माप्चोचोङ्ग",mai
239,Ngokuqhelekileyo ithoyilethi yomngxuma iba neenxalenye ezintathu ezibalulekileyo: umngxuma osemhlabe,xho
240,Railaku Leten (iha lia-portugés: Railaco Leten) suku ida iha Timór Lorosa'e nian. Suku ne'e iha post,tet
241,"Тюрлю (лат. species) — таксономия, систематика биримди, ала ортакъ морфофизиология, биохимия эмда къ",krc
242,"Komunidade Tutuala hanaran foho ne'e Ili Kere-kere, ne'ebé foti husi lian materna ida iha area ne’eb",tet
243,کھمیر بادشاہی دکھنی ایشیا وچّ بہت ہی طاقتور ہندی-بودھی بادشاہی سی۔ ایہہ پہلا کمبوڈیا سلطنت سی۔ ایہہ ,pnb
244,Tapo (iha lia-portugés: Tapo) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administrativu B,tet
245,"Ukufunda esikolweni kuthatha iminyaka eli-13 - okanye amabanga - nangona unyaka wokuqala wemfundo, i",xho
246,ई ठामक विशेषत अहिठाम सं देखल जाएवाला चाँदी जहिन घेरल उत्तर भरि हिमाली श्रृङ्खलासभ अछी । संसारक पाँचम,mai
247,"Avisa er eneste søndagsavis i Tucson, på ukedagene samarbeidet den med Tucson Citizen, som var en et",nob
248,"नेपालक जनसंख्या २०६८ क अनुसार जेदवाङ गाउँ विकास समितिक जनसंख्या ३,८०२ अछि तहिमे पुरुषक जनसँख्या १,६४",mai
249,"बर्फी! एक भारतीय चलचित्र छी, जेकर निर्देशन अनुराग बसु केने अछि । ई चलचित्रमे रणबीर कपूर प्रियंका चोप",mai
250,"Iha kualker situasaun saida deit, tengser hanoin katak maromak mak hau nia konfiansa tomak.Ho nune’e",tet
251,У выніку шматлікіх вайсковых выпраў Тымур захапіў і далучыў да сваёй дзяржавы амаль усе абшары тагач,be-tarask
252,"1775 – Amerikanerne forsøker å erobre Québec by i slaget ved Québec, men blir beseiret av britene og",nob
253,"Amandla aphakathi kwee-atoms akw-isolid angabonakala ngeendlela ngeendlela. Umzekelo, i-crystal yeso",xho
254,Азербайджан Республиканы Конституциясыны кюню (азер. Azərbaycan Respublikasının Konstitusiya günü) —,krc
255,Venstre (V) er et sosialliberalt politisk parti i Norge. Venstre er landets eldste partiorganisasjon,nob
256,"Афин конурбация, аннга Афинле номархия бла Пирей номархияны муниципалитетлери киреди (Α, Β, Γ, Δ, Σ,",krc
257,"Буруннгу римлиледе байрым кюн Веренагъа аталгъан кюн болгъанды, кеси да буруннгу грекледен калька эт",krc
258,چک 23 -2ایل ضلع اوکاڑا چ تصیل رینالہ خورد دا اک پنڈ اے جہڑا لوئر باری دوآب نہر دی کبھے (L=left) پاسے,pnb
259,"Nino Rovelli (Solbiate Olona, Varese 1917 – Zurigo, 30 de nadale de su 1990) est istadu un'imprendid",srd
260,"ปีเตอร์ เดนนิส แบลนด์ฟอร์ด ""พีต"" ทาวน์เซนด์ (อังกฤษ: Peter Dennis Blandford ""Pete"" Townshend; เกิด 1",tha
261,สัมประสิทธิ์แรงยก (CL หรือ CZ; อากาศพลศาสตร์; ปริมาณไร้มิติ) เกี่ยวกับแรงยกที่สร้างขึ้นโดยแพนอากาศ ด,tha
262,"Njengomntu owayesele engene ngokupheleleyo kwinkolo yamaKristu, ekhulele kuyo eseyinkwenkwe, uTiyo w",xho
263,"Міхась Восіпавіч Біч (1937; в. Мілявічы, цяпер Мастоўскі раён, Гарадзенская вобласьць, Беларусь — 19",be-tarask
264,"नेपालक वि.सं. २०६८ क जनगणना अनुसार कल्याणपुर, नुवाकोटक जनसङ्ख्या ५,७२२ अछि । जाहिमे १,२४३ घरमूली अछि",mai
